NGO_ID,NGO_Name,Country,Sector,Focus_Area
4152,Global Impact Foundation 4152,Germany,Poverty Relief,Community Health
4153,Global Impact Foundation 4153,Kenya,Human Rights,Disaster Relief
4154,Global Impact Foundation 4154,Australia,Poverty Relief,Rural Development
4155,Global Impact Foundation 4155,Australia,Child Welfare,Policy Advocacy
4156,Global Impact Foundation 4156,Australia,Health,Disaster Relief
4157,Global Impact Foundation 4157,Germany,Environment,Community Health
4158,Global Impact Foundation 4158,India,Child Welfare,Disaster Relief
4159,Global Impact Foundation 4159,Brazil,Poverty Relief,Disaster Relief
4160,Global Impact Foundation 4160,Australia,Environment,Community Health
4161,Global Impact Foundation 4161,India,Education,Community Health
4162,Global Impact Foundation 4162,UAE,Health,Community Health
4163,Global Impact Foundation 4163,Australia,Health,Community Health
4164,Global Impact Foundation 4164,Germany,Human Rights,Rural Development
4165,Global Impact Foundation 4165,Germany,Education,Skill Development
4166,Global Impact Foundation 4166,Australia,Poverty Relief,Disaster Relief
4167,Global Impact Foundation 4167,South Africa,Human Rights,Policy Advocacy
4168,Global Impact Foundation 4168,Germany,Child Welfare,Skill Development
4169,Global Impact Foundation 4169,UAE,Health,Skill Development
4170,Global Impact Foundation 4170,South Africa,Human Rights,Rural Development
4171,Global Impact Foundation 4171,Australia,Human Rights,Skill Development
4172,Global Impact Foundation 4172,Germany,Education,Rural Development
4173,Global Impact Foundation 4173,Canada,Education,Skill Development
4174,Global Impact Foundation 4174,India,Poverty Relief,Urban Support
4175,Global Impact Foundation 4175,Australia,Women Empowerment,Rural Development
4176,Global Impact Foundation 4176,Brazil,Human Rights,Policy Advocacy
4177,Global Impact Foundation 4177,UK,Environment,Skill Development
4178,Global Impact Foundation 4178,USA,Poverty Relief,Policy Advocacy
4179,Global Impact Foundation 4179,UAE,Environment,Community Health
4180,Global Impact Foundation 4180,South Africa,Poverty Relief,Urban Support
4181,Global Impact Foundation 4181,Kenya,Health,Disaster Relief
4182,Global Impact Foundation 4182,UAE,Health,Disaster Relief
4183,Global Impact Foundation 4183,Brazil,Health,Skill Development
4184,Global Impact Foundation 4184,UK,Health,Urban Support
4185,Global Impact Foundation 4185,India,Poverty Relief,Disaster Relief
4186,Global Impact Foundation 4186,Germany,Women Empowerment,Disaster Relief
4187,Global Impact Foundation 4187,Canada,Environment,Community Health
4188,Global Impact Foundation 4188,India,Environment,Skill Development
4189,Global Impact Foundation 4189,Brazil,Environment,Skill Development
4190,Global Impact Foundation 4190,Canada,Women Empowerment,Skill Development
4191,Global Impact Foundation 4191,UAE,Health,Urban Support
4192,Global Impact Foundation 4192,South Africa,Human Rights,Disaster Relief
4193,Global Impact Foundation 4193,Kenya,Child Welfare,Disaster Relief
4194,Global Impact Foundation 4194,Kenya,Women Empowerment,Rural Development
4195,Global Impact Foundation 4195,Brazil,Environment,Skill Development
4196,Global Impact Foundation 4196,UK,Human Rights,Rural Development
4197,Global Impact Foundation 4197,USA,Human Rights,Urban Support
4198,Global Impact Foundation 4198,Brazil,Education,Urban Support
4199,Global Impact Foundation 4199,Brazil,Education,Urban Support
4200,Global Impact Foundation 4200,UAE,Child Welfare,Disaster Relief
4201,Global Impact Foundation 4201,UAE,Human Rights,Policy Advocacy
4202,Global Impact Foundation 4202,USA,Human Rights,Urban Support
4203,Global Impact Foundation 4203,Germany,Education,Urban Support
4204,Global Impact Foundation 4204,Australia,Health,Disaster Relief
4205,Global Impact Foundation 4205,UAE,Education,Skill Development
4206,Global Impact Foundation 4206,Canada,Education,Policy Advocacy
4207,Global Impact Foundation 4207,India,Child Welfare,Skill Development
4208,Global Impact Foundation 4208,UK,Child Welfare,Policy Advocacy
4209,Global Impact Foundation 4209,UAE,Human Rights,Community Health
4210,Global Impact Foundation 4210,USA,Poverty Relief,Urban Support
4211,Global Impact Foundation 4211,Australia,Women Empowerment,Policy Advocacy
4212,Global Impact Foundation 4212,Canada,Women Empowerment,Rural Development
4213,Global Impact Foundation 4213,Canada,Poverty Relief,Rural Development
4214,Global Impact Foundation 4214,India,Human Rights,Skill Development
4215,Global Impact Foundation 4215,UK,Human Rights,Policy Advocacy
4216,Global Impact Foundation 4216,Germany,Environment,Urban Support
4217,Global Impact Foundation 4217,Germany,Education,Rural Development
4218,Global Impact Foundation 4218,UK,Child Welfare,Urban Support
4219,Global Impact Foundation 4219,UK,Human Rights,Rural Development
4220,Global Impact Foundation 4220,South Africa,Health,Urban Support
4221,Global Impact Foundation 4221,Brazil,Child Welfare,Rural Development
4222,Global Impact Foundation 4222,Germany,Health,Policy Advocacy
4223,Global Impact Foundation 4223,Canada,Education,Disaster Relief
4224,Global Impact Foundation 4224,UAE,Health,Policy Advocacy
4225,Global Impact Foundation 4225,UK,Poverty Relief,Rural Development
4226,Global Impact Foundation 4226,India,Health,Disaster Relief
4227,Global Impact Foundation 4227,USA,Child Welfare,Disaster Relief
4228,Global Impact Foundation 4228,India,Health,Policy Advocacy
4229,Global Impact Foundation 4229,Kenya,Education,Community Health
4230,Global Impact Foundation 4230,India,Environment,Disaster Relief
4231,Global Impact Foundation 4231,Germany,Human Rights,Skill Development
4232,Global Impact Foundation 4232,Kenya,Women Empowerment,Rural Development
4233,Global Impact Foundation 4233,South Africa,Environment,Skill Development
4234,Global Impact Foundation 4234,USA,Environment,Urban Support
4235,Global Impact Foundation 4235,UK,Environment,Policy Advocacy
4236,Global Impact Foundation 4236,South Africa,Environment,Skill Development
4237,Global Impact Foundation 4237,Canada,Women Empowerment,Policy Advocacy
4238,Global Impact Foundation 4238,Kenya,Poverty Relief,Community Health
4239,Global Impact Foundation 4239,UAE,Human Rights,Policy Advocacy
4240,Global Impact Foundation 4240,South Africa,Human Rights,Community Health
4241,Global Impact Foundation 4241,Germany,Child Welfare,Rural Development
4242,Global Impact Foundation 4242,UAE,Poverty Relief,Community Health
4243,Global Impact Foundation 4243,India,Health,Community Health
4244,Global Impact Foundation 4244,USA,Health,Skill Development
4245,Global Impact Foundation 4245,Brazil,Women Empowerment,Policy Advocacy
4246,Global Impact Foundation 4246,UK,Child Welfare,Rural Development
4247,Global Impact Foundation 4247,UK,Child Welfare,Skill Development
4248,Global Impact Foundation 4248,UK,Child Welfare,Rural Development
4249,Global Impact Foundation 4249,Australia,Health,Skill Development
4250,Global Impact Foundation 4250,Brazil,Education,Urban Support
4251,Global Impact Foundation 4251,Canada,Human Rights,Skill Development
4252,Global Impact Foundation 4252,Kenya,Human Rights,Rural Development
4253,Global Impact Foundation 4253,Kenya,Environment,Urban Support
4254,Global Impact Foundation 4254,USA,Human Rights,Disaster Relief
4255,Global Impact Foundation 4255,Canada,Human Rights,Skill Development
4256,Global Impact Foundation 4256,Brazil,Environment,Policy Advocacy
4257,Global Impact Foundation 4257,Australia,Human Rights,Policy Advocacy
4258,Global Impact Foundation 4258,Canada,Health,Disaster Relief
4259,Global Impact Foundation 4259,Brazil,Education,Community Health
4260,Global Impact Foundation 4260,USA,Child Welfare,Rural Development
4261,Global Impact Foundation 4261,UK,Environment,Policy Advocacy
4262,Global Impact Foundation 4262,UK,Education,Skill Development
4263,Global Impact Foundation 4263,UK,Human Rights,Community Health
4264,Global Impact Foundation 4264,Kenya,Women Empowerment,Skill Development
4265,Global Impact Foundation 4265,Brazil,Education,Skill Development
4266,Global Impact Foundation 4266,Canada,Child Welfare,Policy Advocacy
4267,Global Impact Foundation 4267,Canada,Education,Urban Support
4268,Global Impact Foundation 4268,Germany,Child Welfare,Community Health
4269,Global Impact Foundation 4269,Germany,Women Empowerment,Community Health
4270,Global Impact Foundation 4270,India,Women Empowerment,Skill Development
4271,Global Impact Foundation 4271,Australia,Human Rights,Community Health
4272,Global Impact Foundation 4272,USA,Poverty Relief,Skill Development
4273,Global Impact Foundation 4273,USA,Health,Skill Development
4274,Global Impact Foundation 4274,Canada,Environment,Rural Development
4275,Global Impact Foundation 4275,Canada,Education,Urban Support
4276,Global Impact Foundation 4276,Germany,Women Empowerment,Policy Advocacy
4277,Global Impact Foundation 4277,USA,Education,Disaster Relief
4278,Global Impact Foundation 4278,South Africa,Health,Disaster Relief
4279,Global Impact Foundation 4279,South Africa,Human Rights,Community Health
4280,Global Impact Foundation 4280,South Africa,Poverty Relief,Rural Development
4281,Global Impact Foundation 4281,UK,Human Rights,Urban Support
4282,Global Impact Foundation 4282,Germany,Child Welfare,Community Health
4283,Global Impact Foundation 4283,Kenya,Health,Disaster Relief
4284,Global Impact Foundation 4284,India,Women Empowerment,Skill Development
4285,Global Impact Foundation 4285,Brazil,Environment,Skill Development
4286,Global Impact Foundation 4286,Brazil,Child Welfare,Disaster Relief
4287,Global Impact Foundation 4287,Germany,Health,Rural Development
4288,Global Impact Foundation 4288,UAE,Education,Policy Advocacy
4289,Global Impact Foundation 4289,Canada,Education,Policy Advocacy
4290,Global Impact Foundation 4290,USA,Education,Policy Advocacy
4291,Global Impact Foundation 4291,USA,Environment,Disaster Relief
4292,Global Impact Foundation 4292,Kenya,Education,Policy Advocacy
4293,Global Impact Foundation 4293,Brazil,Health,Disaster Relief
4294,Global Impact Foundation 4294,USA,Child Welfare,Disaster Relief
4295,Global Impact Foundation 4295,Canada,Environment,Disaster Relief
4296,Global Impact Foundation 4296,Germany,Education,Urban Support
4297,Global Impact Foundation 4297,USA,Education,Policy Advocacy
4298,Global Impact Foundation 4298,Australia,Women Empowerment,Rural Development
4299,Global Impact Foundation 4299,USA,Child Welfare,Rural Development
4300,Global Impact Foundation 4300,South Africa,Education,Disaster Relief
4301,Global Impact Foundation 4301,Brazil,Health,Rural Development
4302,Global Impact Foundation 4302,Australia,Child Welfare,Policy Advocacy
4303,Global Impact Foundation 4303,Canada,Women Empowerment,Community Health
4304,Global Impact Foundation 4304,Kenya,Health,Policy Advocacy
4305,Global Impact Foundation 4305,South Africa,Women Empowerment,Disaster Relief
4306,Global Impact Foundation 4306,Canada,Human Rights,Urban Support
4307,Global Impact Foundation 4307,Australia,Environment,Urban Support
4308,Global Impact Foundation 4308,Australia,Environment,Urban Support
4309,Global Impact Foundation 4309,UAE,Environment,Policy Advocacy
4310,Global Impact Foundation 4310,Australia,Human Rights,Policy Advocacy
4311,Global Impact Foundation 4311,Kenya,Environment,Urban Support
4312,Global Impact Foundation 4312,Australia,Human Rights,Policy Advocacy
4313,Global Impact Foundation 4313,Canada,Poverty Relief,Disaster Relief
4314,Global Impact Foundation 4314,Kenya,Health,Rural Development
4315,Global Impact Foundation 4315,Brazil,Women Empowerment,Skill Development
4316,Global Impact Foundation 4316,UK,Poverty Relief,Policy Advocacy
4317,Global Impact Foundation 4317,Germany,Poverty Relief,Rural Development
4318,Global Impact Foundation 4318,South Africa,Health,Community Health
4319,Global Impact Foundation 4319,Germany,Human Rights,Policy Advocacy
4320,Global Impact Foundation 4320,Kenya,Education,Urban Support
4321,Global Impact Foundation 4321,UAE,Environment,Urban Support
4322,Global Impact Foundation 4322,UK,Health,Disaster Relief
4323,Global Impact Foundation 4323,India,Education,Disaster Relief
4324,Global Impact Foundation 4324,UK,Health,Urban Support
4325,Global Impact Foundation 4325,USA,Education,Urban Support
4326,Global Impact Foundation 4326,Germany,Child Welfare,Rural Development
4327,Global Impact Foundation 4327,South Africa,Child Welfare,Skill Development
4328,Global Impact Foundation 4328,Canada,Poverty Relief,Urban Support
4329,Global Impact Foundation 4329,Brazil,Child Welfare,Skill Development
4330,Global Impact Foundation 4330,Brazil,Child Welfare,Urban Support
4331,Global Impact Foundation 4331,South Africa,Child Welfare,Disaster Relief
4332,Global Impact Foundation 4332,Germany,Education,Rural Development
4333,Global Impact Foundation 4333,Kenya,Education,Rural Development
4334,Global Impact Foundation 4334,Germany,Human Rights,Urban Support
4335,Global Impact Foundation 4335,USA,Women Empowerment,Community Health
4336,Global Impact Foundation 4336,Australia,Women Empowerment,Rural Development
4337,Global Impact Foundation 4337,South Africa,Human Rights,Urban Support
4338,Global Impact Foundation 4338,UK,Environment,Rural Development
4339,Global Impact Foundation 4339,Canada,Environment,Rural Development
4340,Global Impact Foundation 4340,USA,Poverty Relief,Skill Development
4341,Global Impact Foundation 4341,India,Education,Disaster Relief
4342,Global Impact Foundation 4342,Germany,Women Empowerment,Policy Advocacy
4343,Global Impact Foundation 4343,UAE,Child Welfare,Skill Development
4344,Global Impact Foundation 4344,Germany,Women Empowerment,Rural Development
4345,Global Impact Foundation 4345,South Africa,Human Rights,Skill Development
4346,Global Impact Foundation 4346,USA,Poverty Relief,Rural Development
4347,Global Impact Foundation 4347,Canada,Women Empowerment,Skill Development
4348,Global Impact Foundation 4348,India,Health,Policy Advocacy
4349,Global Impact Foundation 4349,Germany,Women Empowerment,Rural Development
4350,Global Impact Foundation 4350,Canada,Environment,Rural Development
4351,Global Impact Foundation 4351,Canada,Education,Rural Development
4352,Global Impact Foundation 4352,Kenya,Child Welfare,Urban Support
4353,Global Impact Foundation 4353,India,Child Welfare,Urban Support
4354,Global Impact Foundation 4354,UAE,Health,Urban Support
4355,Global Impact Foundation 4355,Kenya,Child Welfare,Urban Support
