NGO_ID,NGO_Name,Country,Sector,Focus_Area,Website,Email,Priority_Level,Startup_Relevance_Tag
4246,Global Impact Foundation 4246,Brazil,Environment,Skill Development,www.globalimpactfoundation4246.ngo,contact@globalimpactfoundation4246.org,High,Partnership
4247,Global Impact Foundation 4247,Kenya,Environment,Urban Support,www.globalimpactfoundation4247.org,contact@globalimpactfoundation4247.foundation,Low,Outreach
4248,Global Impact Foundation 4248,South Africa,Environment,Disaster Relief,www.globalimpactfoundation4248.ngo,contact@globalimpactfoundation4248.foundation,High,Funding
4249,Global Impact Foundation 4249,USA,Poverty Relief,Policy Advocacy,www.globalimpactfoundation4249.foundation,contact@globalimpactfoundation4249.global,Medium,Outreach
4250,Global Impact Foundation 4250,Canada,Education,Urban Support,www.globalimpactfoundation4250.ngo,contact@globalimpactfoundation4250.org,Medium,Outreach
4251,Global Impact Foundation 4251,UK,Health,Rural Development,www.globalimpactfoundation4251.foundation,contact@globalimpactfoundation4251.global,High,Pilot Testing
4252,Global Impact Foundation 4252,Canada,Education,Skill Development,www.globalimpactfoundation4252.global,contact@globalimpactfoundation4252.global,Low,Partnership
4253,Global Impact Foundation 4253,Canada,Women Empowerment,Skill Development,www.globalimpactfoundation4253.foundation,contact@globalimpactfoundation4253.global,High,Partnership
4254,Global Impact Foundation 4254,Australia,Education,Policy Advocacy,www.globalimpactfoundation4254.org,contact@globalimpactfoundation4254.org,High,Funding
4255,Global Impact Foundation 4255,Canada,Poverty Relief,Policy Advocacy,www.globalimpactfoundation4255.global,contact@globalimpactfoundation4255.global,Medium,Pilot Testing
4256,Global Impact Foundation 4256,India,Environment,Policy Advocacy,www.globalimpactfoundation4256.global,contact@globalimpactfoundation4256.org,Medium,Pilot Testing
4257,Global Impact Foundation 4257,Germany,Environment,Policy Advocacy,www.globalimpactfoundation4257.ngo,contact@globalimpactfoundation4257.ngo,Low,Funding
4258,Global Impact Foundation 4258,UK,Women Empowerment,Policy Advocacy,www.globalimpactfoundation4258.ngo,contact@globalimpactfoundation4258.global,Low,Partnership
4259,Global Impact Foundation 4259,India,Education,Skill Development,www.globalimpactfoundation4259.org,contact@globalimpactfoundation4259.org,High,Pilot Testing
4260,Global Impact Foundation 4260,Germany,Environment,Policy Advocacy,www.globalimpactfoundation4260.global,contact@globalimpactfoundation4260.foundation,Medium,Pilot Testing
4261,Global Impact Foundation 4261,India,Poverty Relief,Policy Advocacy,www.globalimpactfoundation4261.global,contact@globalimpactfoundation4261.ngo,Medium,Funding
4262,Global Impact Foundation 4262,India,Environment,Disaster Relief,www.globalimpactfoundation4262.global,contact@globalimpactfoundation4262.org,Low,Funding
4263,Global Impact Foundation 4263,Germany,Poverty Relief,Community Health,www.globalimpactfoundation4263.org,contact@globalimpactfoundation4263.foundation,High,Outreach
4264,Global Impact Foundation 4264,Kenya,Child Welfare,Policy Advocacy,www.globalimpactfoundation4264.global,contact@globalimpactfoundation4264.global,Low,Outreach
4265,Global Impact Foundation 4265,India,Human Rights,Policy Advocacy,www.globalimpactfoundation4265.global,contact@globalimpactfoundation4265.ngo,High,Pilot Testing
4266,Global Impact Foundation 4266,Kenya,Human Rights,Community Health,www.globalimpactfoundation4266.ngo,contact@globalimpactfoundation4266.org,Medium,Partnership
4267,Global Impact Foundation 4267,USA,Environment,Urban Support,www.globalimpactfoundation4267.global,contact@globalimpactfoundation4267.ngo,High,Pilot Testing
4268,Global Impact Foundation 4268,South Africa,Child Welfare,Disaster Relief,www.globalimpactfoundation4268.global,contact@globalimpactfoundation4268.global,Low,Funding
4269,Global Impact Foundation 4269,UAE,Environment,Disaster Relief,www.globalimpactfoundation4269.ngo,contact@globalimpactfoundation4269.org,Medium,Outreach
4270,Global Impact Foundation 4270,UAE,Women Empowerment,Community Health,www.globalimpactfoundation4270.ngo,contact@globalimpactfoundation4270.ngo,Medium,Partnership
4271,Global Impact Foundation 4271,South Africa,Poverty Relief,Community Health,www.globalimpactfoundation4271.global,contact@globalimpactfoundation4271.org,Low,Outreach
4272,Global Impact Foundation 4272,USA,Environment,Skill Development,www.globalimpactfoundation4272.org,contact@globalimpactfoundation4272.global,Low,Partnership
4273,Global Impact Foundation 4273,USA,Education,Skill Development,www.globalimpactfoundation4273.org,contact@globalimpactfoundation4273.foundation,Medium,Funding
4274,Global Impact Foundation 4274,Canada,Child Welfare,Rural Development,www.globalimpactfoundation4274.foundation,contact@globalimpactfoundation4274.ngo,High,Outreach
4275,Global Impact Foundation 4275,Australia,Education,Rural Development,www.globalimpactfoundation4275.ngo,contact@globalimpactfoundation4275.global,High,Pilot Testing
4276,Global Impact Foundation 4276,Kenya,Environment,Disaster Relief,www.globalimpactfoundation4276.global,contact@globalimpactfoundation4276.global,Low,Funding
4277,Global Impact Foundation 4277,Brazil,Education,Skill Development,www.globalimpactfoundation4277.global,contact@globalimpactfoundation4277.ngo,High,Outreach
4278,Global Impact Foundation 4278,UK,Health,Policy Advocacy,www.globalimpactfoundation4278.org,contact@globalimpactfoundation4278.ngo,Low,Outreach
4279,Global Impact Foundation 4279,Canada,Environment,Policy Advocacy,www.globalimpactfoundation4279.global,contact@globalimpactfoundation4279.global,High,Partnership
4280,Global Impact Foundation 4280,UK,Health,Skill Development,www.globalimpactfoundation4280.foundation,contact@globalimpactfoundation4280.org,Low,Funding
4281,Global Impact Foundation 4281,Brazil,Human Rights,Rural Development,www.globalimpactfoundation4281.ngo,contact@globalimpactfoundation4281.foundation,Low,Outreach
4282,Global Impact Foundation 4282,India,Poverty Relief,Disaster Relief,www.globalimpactfoundation4282.org,contact@globalimpactfoundation4282.ngo,Low,Outreach
4283,Global Impact Foundation 4283,Kenya,Child Welfare,Community Health,www.globalimpactfoundation4283.foundation,contact@globalimpactfoundation4283.org,Low,Pilot Testing
4284,Global Impact Foundation 4284,Brazil,Child Welfare,Skill Development,www.globalimpactfoundation4284.global,contact@globalimpactfoundation4284.ngo,High,Funding
4285,Global Impact Foundation 4285,USA,Health,Policy Advocacy,www.globalimpactfoundation4285.org,contact@globalimpactfoundation4285.org,Medium,Partnership
4286,Global Impact Foundation 4286,Brazil,Poverty Relief,Community Health,www.globalimpactfoundation4286.global,contact@globalimpactfoundation4286.global,Medium,Partnership
4287,Global Impact Foundation 4287,UK,Human Rights,Rural Development,www.globalimpactfoundation4287.global,contact@globalimpactfoundation4287.global,Low,Outreach
4288,Global Impact Foundation 4288,Canada,Poverty Relief,Urban Support,www.globalimpactfoundation4288.org,contact@globalimpactfoundation4288.org,Medium,Funding
4289,Global Impact Foundation 4289,Canada,Health,Skill Development,www.globalimpactfoundation4289.global,contact@globalimpactfoundation4289.foundation,High,Pilot Testing
4290,Global Impact Foundation 4290,USA,Human Rights,Skill Development,www.globalimpactfoundation4290.ngo,contact@globalimpactfoundation4290.ngo,Medium,Partnership
4291,Global Impact Foundation 4291,UK,Education,Urban Support,www.globalimpactfoundation4291.ngo,contact@globalimpactfoundation4291.org,Medium,Partnership
4292,Global Impact Foundation 4292,UK,Human Rights,Urban Support,www.globalimpactfoundation4292.global,contact@globalimpactfoundation4292.org,Low,Outreach
4293,Global Impact Foundation 4293,UAE,Women Empowerment,Urban Support,www.globalimpactfoundation4293.foundation,contact@globalimpactfoundation4293.org,Low,Partnership
4294,Global Impact Foundation 4294,UK,Human Rights,Community Health,www.globalimpactfoundation4294.global,contact@globalimpactfoundation4294.global,High,Partnership
4295,Global Impact Foundation 4295,India,Human Rights,Policy Advocacy,www.globalimpactfoundation4295.foundation,contact@globalimpactfoundation4295.foundation,High,Funding
4296,Global Impact Foundation 4296,South Africa,Human Rights,Community Health,www.globalimpactfoundation4296.ngo,contact@globalimpactfoundation4296.org,High,Funding
4297,Global Impact Foundation 4297,South Africa,Health,Disaster Relief,www.globalimpactfoundation4297.ngo,contact@globalimpactfoundation4297.global,Medium,Outreach
4298,Global Impact Foundation 4298,Australia,Poverty Relief,Policy Advocacy,www.globalimpactfoundation4298.ngo,contact@globalimpactfoundation4298.global,Low,Funding
4299,Global Impact Foundation 4299,India,Poverty Relief,Skill Development,www.globalimpactfoundation4299.org,contact@globalimpactfoundation4299.ngo,High,Partnership
4300,Global Impact Foundation 4300,Kenya,Child Welfare,Skill Development,www.globalimpactfoundation4300.global,contact@globalimpactfoundation4300.org,Low,Pilot Testing
4301,Global Impact Foundation 4301,UK,Women Empowerment,Community Health,www.globalimpactfoundation4301.foundation,contact@globalimpactfoundation4301.org,High,Partnership
4302,Global Impact Foundation 4302,USA,Health,Rural Development,www.globalimpactfoundation4302.global,contact@globalimpactfoundation4302.ngo,Low,Outreach
4303,Global Impact Foundation 4303,Kenya,Environment,Disaster Relief,www.globalimpactfoundation4303.foundation,contact@globalimpactfoundation4303.foundation,Medium,Pilot Testing
4304,Global Impact Foundation 4304,South Africa,Women Empowerment,Skill Development,www.globalimpactfoundation4304.global,contact@globalimpactfoundation4304.foundation,Low,Partnership
4305,Global Impact Foundation 4305,Canada,Poverty Relief,Urban Support,www.globalimpactfoundation4305.org,contact@globalimpactfoundation4305.global,Medium,Outreach
4306,Global Impact Foundation 4306,Kenya,Child Welfare,Skill Development,www.globalimpactfoundation4306.global,contact@globalimpactfoundation4306.ngo,Low,Outreach
4307,Global Impact Foundation 4307,Canada,Education,Policy Advocacy,www.globalimpactfoundation4307.org,contact@globalimpactfoundation4307.foundation,Low,Funding
4308,Global Impact Foundation 4308,USA,Health,Skill Development,www.globalimpactfoundation4308.org,contact@globalimpactfoundation4308.org,Medium,Funding
4309,Global Impact Foundation 4309,USA,Human Rights,Skill Development,www.globalimpactfoundation4309.foundation,contact@globalimpactfoundation4309.ngo,Low,Pilot Testing
4310,Global Impact Foundation 4310,Canada,Health,Urban Support,www.globalimpactfoundation4310.foundation,contact@globalimpactfoundation4310.foundation,Low,Funding
4311,Global Impact Foundation 4311,Canada,Women Empowerment,Rural Development,www.globalimpactfoundation4311.foundation,contact@globalimpactfoundation4311.foundation,High,Partnership
4312,Global Impact Foundation 4312,Brazil,Health,Community Health,www.globalimpactfoundation4312.org,contact@globalimpactfoundation4312.global,Medium,Funding
4313,Global Impact Foundation 4313,Germany,Education,Community Health,www.globalimpactfoundation4313.global,contact@globalimpactfoundation4313.org,High,Pilot Testing
4314,Global Impact Foundation 4314,Kenya,Health,Skill Development,www.globalimpactfoundation4314.ngo,contact@globalimpactfoundation4314.foundation,Medium,Partnership
4315,Global Impact Foundation 4315,UAE,Education,Disaster Relief,www.globalimpactfoundation4315.ngo,contact@globalimpactfoundation4315.foundation,High,Partnership
4316,Global Impact Foundation 4316,South Africa,Child Welfare,Disaster Relief,www.globalimpactfoundation4316.ngo,contact@globalimpactfoundation4316.ngo,Medium,Outreach
4317,Global Impact Foundation 4317,UAE,Health,Disaster Relief,www.globalimpactfoundation4317.foundation,contact@globalimpactfoundation4317.global,Medium,Funding
4318,Global Impact Foundation 4318,Canada,Environment,Skill Development,www.globalimpactfoundation4318.ngo,contact@globalimpactfoundation4318.foundation,Medium,Pilot Testing
4319,Global Impact Foundation 4319,Brazil,Poverty Relief,Urban Support,www.globalimpactfoundation4319.org,contact@globalimpactfoundation4319.foundation,Low,Partnership
4320,Global Impact Foundation 4320,Brazil,Child Welfare,Disaster Relief,www.globalimpactfoundation4320.foundation,contact@globalimpactfoundation4320.global,Medium,Pilot Testing
4321,Global Impact Foundation 4321,Kenya,Education,Urban Support,www.globalimpactfoundation4321.global,contact@globalimpactfoundation4321.ngo,Low,Funding
4322,Global Impact Foundation 4322,UAE,Child Welfare,Policy Advocacy,www.globalimpactfoundation4322.foundation,contact@globalimpactfoundation4322.global,Low,Partnership
4323,Global Impact Foundation 4323,Brazil,Environment,Community Health,www.globalimpactfoundation4323.global,contact@globalimpactfoundation4323.org,Low,Funding
4324,Global Impact Foundation 4324,India,Poverty Relief,Rural Development,www.globalimpactfoundation4324.foundation,contact@globalimpactfoundation4324.org,Low,Funding
4325,Global Impact Foundation 4325,Brazil,Human Rights,Policy Advocacy,www.globalimpactfoundation4325.foundation,contact@globalimpactfoundation4325.global,Low,Funding
4326,Global Impact Foundation 4326,Australia,Child Welfare,Disaster Relief,www.globalimpactfoundation4326.global,contact@globalimpactfoundation4326.foundation,Medium,Partnership
4327,Global Impact Foundation 4327,UAE,Poverty Relief,Urban Support,www.globalimpactfoundation4327.org,contact@globalimpactfoundation4327.ngo,Medium,Funding
4328,Global Impact Foundation 4328,Australia,Health,Policy Advocacy,www.globalimpactfoundation4328.ngo,contact@globalimpactfoundation4328.org,Low,Pilot Testing
4329,Global Impact Foundation 4329,Australia,Health,Policy Advocacy,www.globalimpactfoundation4329.global,contact@globalimpactfoundation4329.foundation,Low,Pilot Testing
4330,Global Impact Foundation 4330,UAE,Education,Skill Development,www.globalimpactfoundation4330.global,contact@globalimpactfoundation4330.org,Low,Outreach
4331,Global Impact Foundation 4331,UAE,Environment,Rural Development,www.globalimpactfoundation4331.foundation,contact@globalimpactfoundation4331.foundation,High,Funding
4332,Global Impact Foundation 4332,Australia,Health,Policy Advocacy,www.globalimpactfoundation4332.foundation,contact@globalimpactfoundation4332.org,Medium,Partnership
4333,Global Impact Foundation 4333,Brazil,Child Welfare,Urban Support,www.globalimpactfoundation4333.org,contact@globalimpactfoundation4333.global,High,Partnership
4334,Global Impact Foundation 4334,India,Environment,Urban Support,www.globalimpactfoundation4334.ngo,contact@globalimpactfoundation4334.global,High,Funding
