village_name,problem_type,severity,affected_families,ngo_name,ngo_work,state,district,year,month,population,malaria_cases,dengue_cases,tb_cases
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Low,29,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Karnataka,Mysuru,2021,Jun,163091,51,19,64
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Medium,57,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Tamil Nadu,Madurai,2023,Feb,51659,96,77,86
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Medium,70,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Maharashtra,Mumbai,2021,Apr,93697,188,92,38
"Pune, Maharashtra",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,54,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Maharashtra,Pune,2022,Mar,121350,19,141,86
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Medium,59,HMIS Portal India,Digital health data aggregation and government health management reporting,Karnataka,Mysuru,2023,Feb,81031,72,127,70
"Chennai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Medium,66,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Tamil Nadu,Chennai,2025,Mar,161638,185,65,51
"Chennai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Medium,49,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Tamil Nadu,Chennai,2021,Jan,106479,106,110,6
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Low,34,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Karnataka,Mysuru,2021,Apr,169591,34,37,86
"Chennai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Medium,71,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Tamil Nadu,Chennai,2022,May,79889,198,93,29
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Low,28,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Maharashtra,Mumbai,2022,Jun,128508,69,48,10
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage; Low ANC Registrations,Low,30,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Tamil Nadu,Madurai,2022,Jan,59219,56,50,33
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Low,28,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Maharashtra,Mumbai,2021,Jan,53723,77,38,11
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Low,41,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Uttar Pradesh,Lucknow,2023,May,109753,108,32,45
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Medium,63,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Karnataka,Mysuru,2025,May,182728,189,57,38
"Chennai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Medium,77,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Tamil Nadu,Chennai,2025,Jun,62484,151,116,80
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Medium,68,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Karnataka,Mysuru,2025,Mar,140336,105,142,61
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Medium,77,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Tamil Nadu,Madurai,2021,Feb,195861,125,143,79
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,66,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Uttar Pradesh,Lucknow,2024,Mar,170743,133,81,87
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Low,34,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Uttar Pradesh,Lucknow,2022,Jun,175250,22,34,100
"Chennai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Medium,57,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Tamil Nadu,Chennai,2024,Feb,98484,158,10,89
"Pune, Maharashtra",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Low,29,HMIS Portal India,Digital health data aggregation and government health management reporting,Maharashtra,Pune,2021,Mar,159982,61,46,26
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Medium,46,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Tamil Nadu,Madurai,2021,Jan,84774,131,64,12
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Medium,59,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Uttar Pradesh,Lucknow,2024,Feb,139649,115,113,38
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Medium,70,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Maharashtra,Mumbai,2025,Jun,196701,158,109,52
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Medium,61,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Karnataka,Mysuru,2024,Feb,59764,194,48,36
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage; Low ANC Registrations,Low,21,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Karnataka,Mysuru,2021,Jan,143750,16,55,25
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Low,29,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Karnataka,Bengaluru,2025,Jun,126919,8,73,51
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Medium,47,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Uttar Pradesh,Varanasi,2021,Jan,195045,120,10,83
"Pune, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Medium,70,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Maharashtra,Pune,2023,Jun,117492,170,97,49
"Pune, Maharashtra",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Medium,77,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Maharashtra,Pune,2022,Jan,82870,198,103,47
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Low,38,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Maharashtra,Mumbai,2022,Mar,112824,21,93,58
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Medium,71,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Karnataka,Mysuru,2025,Jun,147805,180,78,63
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,47,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Karnataka,Mysuru,2022,Mar,194419,153,41,18
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Medium,69,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Uttar Pradesh,Varanasi,2023,Jun,71534,180,121,10
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,49,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Uttar Pradesh,Lucknow,2023,May,126952,168,10,44
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Low,31,HMIS Portal India,Digital health data aggregation and government health management reporting,Uttar Pradesh,Varanasi,2025,May,78562,77,50,13
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Low,41,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Karnataka,Bengaluru,2022,Apr,59762,139,18,28
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Low,30,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Tamil Nadu,Madurai,2023,Jan,67394,103,31,1
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage; Low ANC Registrations,Medium,45,HMIS Portal India,Digital health data aggregation and government health management reporting,Karnataka,Bengaluru,2021,Mar,185242,36,126,43
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Medium,63,HMIS Portal India,Digital health data aggregation and government health management reporting,Karnataka,Bengaluru,2023,Jun,158430,167,71,48
"Chennai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Low,21,HMIS Portal India,Digital health data aggregation and government health management reporting,Tamil Nadu,Chennai,2024,Jun,195921,9,82,5
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Medium,49,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Maharashtra,Mumbai,2025,May,55911,179,17,27
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Medium,71,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Uttar Pradesh,Varanasi,2021,Apr,133317,195,81,44
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Low,30,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Uttar Pradesh,Lucknow,2024,Feb,92164,33,72,31
"Pune, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Low,30,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Maharashtra,Pune,2025,Apr,101322,78,2,57
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Low,35,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Karnataka,Bengaluru,2022,Jan,51593,15,126,18
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Low,29,HMIS Portal India,Digital health data aggregation and government health management reporting,Karnataka,Mysuru,2021,Jan,54085,18,40,76
"Chennai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,55,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Tamil Nadu,Chennai,2024,Apr,142428,158,58,32
"Lucknow, Uttar Pradesh",Dengue Cases; TB Cases; Low ANC Registrations,Low,44,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Uttar Pradesh,Lucknow,2024,Apr,142790,0,144,54
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,56,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Uttar Pradesh,Lucknow,2024,May,153006,136,114,2
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Medium,47,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Uttar Pradesh,Varanasi,2024,May,182690,85,114,15
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,59,HMIS Portal India,Digital health data aggregation and government health management reporting,Karnataka,Bengaluru,2021,Mar,176717,95,132,41
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,74,HMIS Portal India,Digital health data aggregation and government health management reporting,Karnataka,Mysuru,2023,Feb,164979,124,118,95
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Low,23,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Uttar Pradesh,Lucknow,2024,Jun,58603,14,16,77
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Medium,46,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Uttar Pradesh,Lucknow,2024,Feb,61909,17,124,67
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,77,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Karnataka,Mysuru,2021,Feb,197517,151,118,80
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Medium,46,HMIS Portal India,Digital health data aggregation and government health management reporting,Tamil Nadu,Madurai,2021,Jun,104465,104,66,39
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Medium,78,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Uttar Pradesh,Varanasi,2023,Feb,66847,136,137,78
"Pune, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Low,30,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Maharashtra,Pune,2024,May,193867,13,35,89
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,61,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Karnataka,Mysuru,2023,Feb,136336,168,56,51
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,63,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Tamil Nadu,Madurai,2021,Feb,199865,181,85,21
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Medium,50,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Karnataka,Bengaluru,2023,Apr,158693,45,93,91
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Medium,50,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Uttar Pradesh,Varanasi,2024,Jun,145705,132,42,55
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,46,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Maharashtra,Mumbai,2024,Jun,111352,39,75,94
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Medium,56,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Karnataka,Mysuru,2022,May,158481,67,96,89
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Medium,55,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Karnataka,Bengaluru,2025,Jan,118231,196,23,31
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Low,36,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Uttar Pradesh,Lucknow,2021,Jun,183995,69,60,37
"Chennai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Low,42,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Tamil Nadu,Chennai,2021,Jun,137912,27,98,65
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,73,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Tamil Nadu,Madurai,2021,Jan,186228,123,107,100
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Medium,54,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Uttar Pradesh,Varanasi,2021,Feb,90507,83,148,16
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Medium,45,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Uttar Pradesh,Varanasi,2024,May,93280,102,53,48
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Low,39,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Tamil Nadu,Madurai,2023,Feb,138191,110,42,25
