village_name,state,district,year,problem_type,severity,affected_families,ngo_name,ngo_work
Lucknow,Uttar Pradesh,Lucknow,2021,Low Immunization Coverage,Medium,28445,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Pune,Maharashtra,Pune,2021,Malaria Outbreak; Tuberculosis,Medium,32458,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Pune,Maharashtra,Pune,2021,Malaria Outbreak; Tuberculosis,Medium,32458,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Pune,Maharashtra,Pune,2021,Malaria Outbreak; Tuberculosis,Medium,32458,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Varanasi,Uttar Pradesh,Varanasi,2023,Tuberculosis; Low Immunization Coverage,Medium,41909,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Varanasi,Uttar Pradesh,Varanasi,2023,Tuberculosis; Low Immunization Coverage,Medium,41909,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Varanasi,Uttar Pradesh,Varanasi,2023,Tuberculosis; Low Immunization Coverage,Medium,41909,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Varanasi,Uttar Pradesh,Varanasi,2022,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Medium,35519,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Varanasi,Uttar Pradesh,Varanasi,2022,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Medium,35519,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Varanasi,Uttar Pradesh,Varanasi,2022,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Medium,35519,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Mysuru,Karnataka,Mysuru,2023,Malaria Outbreak; Low Immunization Coverage,Medium,31071,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mysuru,Karnataka,Mysuru,2023,Malaria Outbreak; Low Immunization Coverage,Medium,31071,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Mysuru,Karnataka,Mysuru,2023,Malaria Outbreak; Low Immunization Coverage,Medium,31071,Helpingminds,Helping Minds is a group of about 200 volunteers rendering academic and financial aid to rural poor students in Tamil Nadu helping scores to pursue engineering medical and polytechnic courses Every mo
Lucknow,Uttar Pradesh,Lucknow,2025,Low Immunization Coverage,Medium,27639,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Lucknow,Uttar Pradesh,Lucknow,2025,Low Immunization Coverage,Medium,27639,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Lucknow,Uttar Pradesh,Lucknow,2025,Low Immunization Coverage,Medium,27639,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Pune,Maharashtra,Pune,2025,Tuberculosis; Low Immunization Coverage,Medium,29350,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Pune,Maharashtra,Pune,2025,Tuberculosis; Low Immunization Coverage,Medium,29350,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Pune,Maharashtra,Pune,2025,Tuberculosis; Low Immunization Coverage,Medium,29350,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Madurai,Tamil Nadu,Madurai,2021,Tuberculosis; Low Immunization Coverage,Medium,21289,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Madurai,Tamil Nadu,Madurai,2021,Tuberculosis; Low Immunization Coverage,Medium,21289,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Madurai,Tamil Nadu,Madurai,2021,Tuberculosis; Low Immunization Coverage,Medium,21289,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Mumbai,Maharashtra,Mumbai,2025,Tuberculosis; Low Immunization Coverage,Medium,24460,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Mumbai,Maharashtra,Mumbai,2025,Tuberculosis; Low Immunization Coverage,Medium,24460,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Mumbai,Maharashtra,Mumbai,2025,Tuberculosis; Low Immunization Coverage,Medium,24460,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Madurai,Tamil Nadu,Madurai,2021,Dengue Outbreak,Medium,21353,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Madurai,Tamil Nadu,Madurai,2021,Dengue Outbreak,Medium,21353,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Madurai,Tamil Nadu,Madurai,2021,Dengue Outbreak,Medium,21353,Empowering the Vision Project,Empowering the Vision Project Envision is a trust registered under the Indian Trusts Act with the mission to strengthen the Tibetan community through youth empowerment Envision help young TIbetans bec
Madurai,Tamil Nadu,Madurai,2025,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Medium,25597,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Madurai,Tamil Nadu,Madurai,2025,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Medium,25597,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Madurai,Tamil Nadu,Madurai,2025,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Medium,25597,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Lucknow,Uttar Pradesh,Lucknow,2024,General Health Risk,Medium,13813,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Lucknow,Uttar Pradesh,Lucknow,2024,General Health Risk,Medium,13813,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Lucknow,Uttar Pradesh,Lucknow,2024,General Health Risk,Medium,13813,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Varanasi,Uttar Pradesh,Varanasi,2022,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,40886,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Varanasi,Uttar Pradesh,Varanasi,2022,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,40886,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Varanasi,Uttar Pradesh,Varanasi,2022,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,40886,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
